Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,023000,2022,10,11,24.3,1,Y
IDCJAC0010,023000,2022,10,12,15.0,1,Y
IDCJAC0010,023000,2022,10,13,17.9,1,Y
IDCJAC0010,023000,2022,10,14,17.7,1,Y
IDCJAC0010,023000,2022,10,15,18.9,1,Y
IDCJAC0010,023000,2022,10,16,20.9,1,Y
IDCJAC0010,023000,2022,10,17,24.7,1,Y
IDCJAC0010,023000,2022,10,18,22.4,1,Y
IDCJAC0010,023000,2022,10,19,24.9,1,Y
IDCJAC0010,023000,2022,10,20,25.3,1,Y
IDCJAC0010,023000,2022,10,21,23.9,1,Y
IDCJAC0010,023000,2022,10,22,22.4,1,Y
IDCJAC0010,023000,2022,10,23,17.4,1,Y
IDCJAC0010,023000,2022,10,24,20.5,1,Y
IDCJAC0010,023000,2022,10,25,19.9,1,Y
IDCJAC0010,023000,2022,10,26,18.1,1,Y
IDCJAC0010,023000,2022,10,27,18.2,1,Y
IDCJAC0010,023000,2022,10,28,18.6,1,Y
IDCJAC0010,023000,2022,10,29,20.0,1,Y
IDCJAC0010,023000,2022,10,30,27.8,1,Y
IDCJAC0010,023000,2022,10,31,15.3,1,Y
IDCJAC0010,023000,2022,11,01,14.8,1,Y
IDCJAC0010,023000,2022,11,02,16.9,1,Y
IDCJAC0010,023000,2022,11,03,18.9,1,Y
IDCJAC0010,023000,2022,11,04,20.7,1,Y
IDCJAC0010,023000,2022,11,05,26.4,1,Y
IDCJAC0010,023000,2022,11,06,28.4,1,Y
IDCJAC0010,023000,2022,11,07,30.2,1,Y
IDCJAC0010,023000,2022,11,08,32.1,1,Y
IDCJAC0010,023000,2022,11,09,32.0,1,Y
IDCJAC0010,023000,2022,11,10,22.9,1,Y
IDCJAC0010,023000,2022,11,11,24.8,1,Y
IDCJAC0010,023000,2022,11,12,22.2,1,Y
IDCJAC0010,023000,2022,11,13,21.5,1,Y
IDCJAC0010,023000,2022,11,14,18.3,1,Y
IDCJAC0010,023000,2022,11,15,16.0,1,Y
IDCJAC0010,023000,2022,11,16,18.1,1,Y
IDCJAC0010,023000,2022,11,17,22.8,1,Y
IDCJAC0010,023000,2022,11,18,23.9,1,Y
IDCJAC0010,023000,2022,11,19,23.3,1,Y
IDCJAC0010,023000,2022,11,20,19.2,1,Y
IDCJAC0010,023000,2022,11,21,16.9,1,Y
IDCJAC0010,023000,2022,11,22,18.9,1,Y
IDCJAC0010,023000,2022,11,23,20.1,1,Y
IDCJAC0010,023000,2022,11,24,24.2,1,Y
IDCJAC0010,023000,2022,11,25,32.9,1,Y
IDCJAC0010,023000,2022,11,26,26.0,1,Y
IDCJAC0010,023000,2022,11,27,20.6,1,Y
IDCJAC0010,023000,2022,11,28,20.0,1,Y
IDCJAC0010,023000,2022,11,29,20.5,1,Y
IDCJAC0010,023000,2022,11,30,23.4,1,Y
IDCJAC0010,023000,2022,12,01,26.1,1,Y
IDCJAC0010,023000,2022,12,02,28.1,1,Y
IDCJAC0010,023000,2022,12,03,33.6,1,Y
IDCJAC0010,023000,2022,12,04,35.5,1,Y
IDCJAC0010,023000,2022,12,05,23.3,1,Y
IDCJAC0010,023000,2022,12,06,27.2,1,Y
IDCJAC0010,023000,2022,12,07,20.9,1,Y
IDCJAC0010,023000,2022,12,08,21.1,1,Y
IDCJAC0010,023000,2022,12,09,27.2,1,Y
IDCJAC0010,023000,2022,12,10,35.6,1,Y
IDCJAC0010,023000,2022,12,11,22.4,1,Y
IDCJAC0010,023000,2022,12,12,19.1,1,Y
IDCJAC0010,023000,2022,12,13,19.7,1,Y
IDCJAC0010,023000,2022,12,14,19.8,1,Y
IDCJAC0010,023000,2022,12,15,20.9,1,Y
IDCJAC0010,023000,2022,12,16,22.7,1,Y
IDCJAC0010,023000,2022,12,17,27.7,1,Y
IDCJAC0010,023000,2022,12,18,30.1,1,Y
IDCJAC0010,023000,2022,12,19,32.9,1,Y
IDCJAC0010,023000,2022,12,20,30.4,1,Y
IDCJAC0010,023000,2022,12,21,27.9,1,Y
IDCJAC0010,023000,2022,12,22,25.1,1,Y
IDCJAC0010,023000,2022,12,23,23.9,1,Y
IDCJAC0010,023000,2022,12,24,25.2,1,Y
IDCJAC0010,023000,2022,12,25,32.9,1,Y
IDCJAC0010,023000,2022,12,26,39.0,1,Y
IDCJAC0010,023000,2022,12,27,41.0,1,Y
IDCJAC0010,023000,2022,12,28,22.7,1,Y
IDCJAC0010,023000,2022,12,29,24.2,1,Y
IDCJAC0010,023000,2022,12,30,28.2,1,Y
IDCJAC0010,023000,2022,12,31,32.2,1,Y
