Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,023000,2023,03,07,21.1,1,Y
IDCJAC0010,023000,2023,03,08,20.5,1,Y
IDCJAC0010,023000,2023,03,09,21.9,1,Y
IDCJAC0010,023000,2023,03,10,26.8,1,Y
IDCJAC0010,023000,2023,03,11,25.6,1,Y
IDCJAC0010,023000,2023,03,12,22.7,1,Y
IDCJAC0010,023000,2023,03,13,27.4,1,Y
IDCJAC0010,023000,2023,03,14,27.2,1,Y
IDCJAC0010,023000,2023,03,15,31.8,1,Y
IDCJAC0010,023000,2023,03,16,27.5,1,Y
IDCJAC0010,023000,2023,03,17,33.6,1,Y
IDCJAC0010,023000,2023,03,18,26.0,1,Y
IDCJAC0010,023000,2023,03,19,25.4,1,Y
IDCJAC0010,023000,2023,03,20,23.2,1,Y
IDCJAC0010,023000,2023,03,21,28.5,1,Y
IDCJAC0010,023000,2023,03,22,31.2,1,Y
IDCJAC0010,023000,2023,03,23,24.0,1,Y
IDCJAC0010,023000,2023,03,24,24.8,1,Y
IDCJAC0010,023000,2023,03,25,24.8,1,Y
IDCJAC0010,023000,2023,03,26,22.9,1,Y
IDCJAC0010,023000,2023,03,27,23.0,1,Y
IDCJAC0010,023000,2023,03,28,23.4,1,Y
IDCJAC0010,023000,2023,03,29,21.7,1,Y
IDCJAC0010,023000,2023,03,30,20.9,1,Y
IDCJAC0010,023000,2023,03,31,21.2,1,Y
IDCJAC0010,023000,2023,04,01,19.3,1,Y
IDCJAC0010,023000,2023,04,02,20.7,1,Y
IDCJAC0010,023000,2023,04,03,24.3,1,Y
IDCJAC0010,023000,2023,04,04,28.4,1,Y
IDCJAC0010,023000,2023,04,05,28.9,1,Y
IDCJAC0010,023000,2023,04,06,24.3,1,Y
IDCJAC0010,023000,2023,04,07,21.3,1,Y
IDCJAC0010,023000,2023,04,08,19.4,1,Y
IDCJAC0010,023000,2023,04,09,18.4,1,Y
IDCJAC0010,023000,2023,04,10,20.3,1,Y
IDCJAC0010,023000,2023,04,11,21.1,1,Y
IDCJAC0010,023000,2023,04,12,20.5,1,Y
IDCJAC0010,023000,2023,04,13,20.3,1,Y
IDCJAC0010,023000,2023,04,14,26.7,1,Y
IDCJAC0010,023000,2023,04,15,20.3,1,Y
IDCJAC0010,023000,2023,04,16,18.3,1,Y
IDCJAC0010,023000,2023,04,17,21.7,1,Y
IDCJAC0010,023000,2023,04,18,24.0,1,Y
IDCJAC0010,023000,2023,04,19,18.2,1,Y
IDCJAC0010,023000,2023,04,20,19.0,1,Y
IDCJAC0010,023000,2023,04,21,20.5,1,Y
IDCJAC0010,023000,2023,04,22,23.4,1,Y
IDCJAC0010,023000,2023,04,23,24.7,1,Y
IDCJAC0010,023000,2023,04,24,28.0,1,Y
IDCJAC0010,023000,2023,04,25,28.6,1,Y
IDCJAC0010,023000,2023,04,26,28.6,1,Y
IDCJAC0010,023000,2023,04,27,22.7,1,Y
IDCJAC0010,023000,2023,04,28,18.3,1,Y
IDCJAC0010,023000,2023,04,29,17.3,1,Y
IDCJAC0010,023000,2023,04,30,17.7,1,Y
IDCJAC0010,023000,2023,05,01,18.8,1,N
IDCJAC0010,023000,2023,05,02,19.1,1,N
IDCJAC0010,023000,2023,05,03,18.1,1,N
IDCJAC0010,023000,2023,05,04,16.4,1,N
IDCJAC0010,023000,2023,05,05,16.3,1,N
IDCJAC0010,023000,2023,05,06,15.6,1,N
IDCJAC0010,023000,2023,05,07,16.0,1,N
IDCJAC0010,023000,2023,05,08,15.4,1,N
IDCJAC0010,023000,2023,05,09,17.9,1,N
IDCJAC0010,023000,2023,05,10,18.2,1,N
IDCJAC0010,023000,2023,05,11,19.7,1,N
IDCJAC0010,023000,2023,05,12,19.7,1,N
IDCJAC0010,023000,2023,05,13,21.8,1,N
IDCJAC0010,023000,2023,05,14,25.2,1,N
IDCJAC0010,023000,2023,05,15,23.5,1,N
IDCJAC0010,023000,2023,05,16,17.6,1,N
IDCJAC0010,023000,2023,05,17,15.6,1,N
IDCJAC0010,023000,2023,05,18,15.4,1,N
IDCJAC0010,023000,2023,05,19,16.6,1,N
IDCJAC0010,023000,2023,05,20,17.2,1,N
IDCJAC0010,023000,2023,05,21,17.9,1,N
IDCJAC0010,023000,2023,05,22,16.2,1,N
IDCJAC0010,023000,2023,05,23,16.6,1,N
IDCJAC0010,023000,2023,05,24,19.3,1,N
IDCJAC0010,023000,2023,05,25,15.6,1,N
IDCJAC0010,023000,2023,05,26,15.6,1,N
IDCJAC0010,023000,2023,05,27,16.3,1,N
IDCJAC0010,023000,2023,05,28,17.6,1,N
IDCJAC0010,023000,2023,05,29,17.7,1,N
IDCJAC0010,023000,2023,05,30,17.5,1,N
IDCJAC0010,023000,2023,05,31,20.4,1,N
IDCJAC0010,023000,2023,06,01,18.4,1,Y
IDCJAC0010,023000,2023,06,02,20.0,1,Y
IDCJAC0010,023000,2023,06,03,25.3,1,Y
IDCJAC0010,023000,2023,06,04,22.2,1,Y
IDCJAC0010,023000,2023,06,05,18.8,1,Y
IDCJAC0010,023000,2023,06,06,23.6,1,Y
IDCJAC0010,023000,2023,06,07,21.7,1,Y
IDCJAC0010,023000,2023,06,08,17.7,1,Y
IDCJAC0010,023000,2023,06,09,16.1,1,Y
IDCJAC0010,023000,2023,06,10,16.7,1,Y
IDCJAC0010,023000,2023,06,11,18.0,1,Y
IDCJAC0010,023000,2023,06,12,19.4,1,Y
IDCJAC0010,023000,2023,06,13,16.5,1,Y
IDCJAC0010,023000,2023,06,14,15.0,1,Y
IDCJAC0010,023000,2023,06,15,17.4,1,Y
IDCJAC0010,023000,2023,06,16,18.9,1,Y
IDCJAC0010,023000,2023,06,17,14.7,1,Y
IDCJAC0010,023000,2023,06,18,15.7,1,Y
IDCJAC0010,023000,2023,06,19,13.9,1,Y
IDCJAC0010,023000,2023,06,20,15.5,1,Y
IDCJAC0010,023000,2023,06,21,14.3,1,Y
IDCJAC0010,023000,2023,06,22,12.9,1,Y
IDCJAC0010,023000,2023,06,23,15.0,1,Y
IDCJAC0010,023000,2023,06,24,13.7,1,Y
IDCJAC0010,023000,2023,06,25,15.0,1,Y
IDCJAC0010,023000,2023,06,26,16.0,1,Y
IDCJAC0010,023000,2023,06,27,12.2,1,Y
IDCJAC0010,023000,2023,06,28,15.3,1,Y
IDCJAC0010,023000,2023,06,29,13.8,1,Y
IDCJAC0010,023000,2023,06,30,15.2,1,Y
IDCJAC0010,023000,2023,07,01,15.6,1,N
IDCJAC0010,023000,2023,07,02,13.5,1,N
IDCJAC0010,023000,2023,07,03,13.0,1,N
IDCJAC0010,023000,2023,07,04,14.7,1,N
IDCJAC0010,023000,2023,07,05,17.6,1,N
IDCJAC0010,023000,2023,07,06,14.9,1,N
IDCJAC0010,023000,2023,07,07,15.4,1,N
IDCJAC0010,023000,2023,07,08,15.4,1,N
IDCJAC0010,023000,2023,07,09,15.0,1,N
IDCJAC0010,023000,2023,07,10,16.8,1,N
IDCJAC0010,023000,2023,07,11,16.6,1,Y
IDCJAC0010,023000,2023,07,12,16.7,1,N
IDCJAC0010,023000,2023,07,13,16.2,1,N
IDCJAC0010,023000,2023,07,14,17.6,1,N
IDCJAC0010,023000,2023,07,15,13.7,1,N
IDCJAC0010,023000,2023,07,16,15.0,1,N
IDCJAC0010,023000,2023,07,17,16.3,1,N
IDCJAC0010,023000,2023,07,18,15.5,1,N
IDCJAC0010,023000,2023,07,19,16.9,1,N
IDCJAC0010,023000,2023,07,20,15.2,1,N
IDCJAC0010,023000,2023,07,21,14.8,1,N
IDCJAC0010,023000,2023,07,22,14.9,1,N
IDCJAC0010,023000,2023,07,23,14.2,1,N
IDCJAC0010,023000,2023,07,24,14.5,1,N
IDCJAC0010,023000,2023,07,25,17.0,1,N
IDCJAC0010,023000,2023,07,26,17.5,1,N
IDCJAC0010,023000,2023,07,27,19.2,1,N
IDCJAC0010,023000,2023,07,28,16.3,1,N
IDCJAC0010,023000,2023,07,29,17.1,1,N
IDCJAC0010,023000,2023,07,30,17.5,1,N
IDCJAC0010,023000,2023,07,31,16.1,1,N
IDCJAC0010,023000,2023,08,01,15.6,1,N
IDCJAC0010,023000,2023,08,02,19.4,1,N
IDCJAC0010,023000,2023,08,03,24.7,1,N
IDCJAC0010,023000,2023,08,04,15.3,1,N
IDCJAC0010,023000,2023,08,05,15.2,1,N
IDCJAC0010,023000,2023,08,06,15.2,1,N
IDCJAC0010,023000,2023,08,07,16.1,1,N
IDCJAC0010,023000,2023,08,08,,,
IDCJAC0010,023000,2023,08,09,22.0,1,N
IDCJAC0010,023000,2023,08,10,15.3,1,N
IDCJAC0010,023000,2023,08,11,16.1,1,N
IDCJAC0010,023000,2023,08,12,14.4,1,N
IDCJAC0010,023000,2023,08,13,14.9,1,N
IDCJAC0010,023000,2023,08,14,16.3,1,N
IDCJAC0010,023000,2023,08,15,17.8,1,N
IDCJAC0010,023000,2023,08,16,19.5,1,N
IDCJAC0010,023000,2023,08,17,16.9,1,N
IDCJAC0010,023000,2023,08,18,14.8,1,N
IDCJAC0010,023000,2023,08,19,15.6,1,N
IDCJAC0010,023000,2023,08,20,16.2,1,N
IDCJAC0010,023000,2023,08,21,19.1,1,N
IDCJAC0010,023000,2023,08,22,14.9,1,N
IDCJAC0010,023000,2023,08,23,14.8,1,N
IDCJAC0010,023000,2023,08,24,19.9,1,N
IDCJAC0010,023000,2023,08,25,,,
IDCJAC0010,023000,2023,08,26,20.7,1,N
IDCJAC0010,023000,2023,08,27,17.6,1,N
IDCJAC0010,023000,2023,08,28,21.7,1,N
IDCJAC0010,023000,2023,08,29,26.4,1,N
IDCJAC0010,023000,2023,08,30,16.2,1,N
IDCJAC0010,023000,2023,08,31,15.9,1,N
IDCJAC0010,023000,2023,09,01,17.0,1,Y
IDCJAC0010,023000,2023,09,02,21.8,1,Y
IDCJAC0010,023000,2023,09,03,24.4,1,Y
IDCJAC0010,023000,2023,09,04,16.1,1,Y
IDCJAC0010,023000,2023,09,05,16.3,1,Y
IDCJAC0010,023000,2023,09,06,23.8,1,Y
IDCJAC0010,023000,2023,09,07,15.1,1,Y
IDCJAC0010,023000,2023,09,08,13.4,1,Y
IDCJAC0010,023000,2023,09,09,15.3,1,Y
IDCJAC0010,023000,2023,09,10,19.3,1,Y
IDCJAC0010,023000,2023,09,11,22.0,1,Y
IDCJAC0010,023000,2023,09,12,23.8,1,Y
IDCJAC0010,023000,2023,09,13,27.6,1,Y
IDCJAC0010,023000,2023,09,14,28.9,1,Y
IDCJAC0010,023000,2023,09,15,20.9,1,Y
IDCJAC0010,023000,2023,09,16,24.9,1,Y
IDCJAC0010,023000,2023,09,17,30.8,1,Y
IDCJAC0010,023000,2023,09,18,25.1,1,Y
IDCJAC0010,023000,2023,09,19,21.4,1,Y
IDCJAC0010,023000,2023,09,20,18.3,1,Y
IDCJAC0010,023000,2023,09,21,18.2,1,Y
IDCJAC0010,023000,2023,09,22,20.5,1,Y
IDCJAC0010,023000,2023,09,23,23.6,1,Y
IDCJAC0010,023000,2023,09,24,27.9,1,Y
IDCJAC0010,023000,2023,09,25,23.5,1,Y
IDCJAC0010,023000,2023,09,26,20.6,1,Y
IDCJAC0010,023000,2023,09,27,18.7,1,Y
IDCJAC0010,023000,2023,09,28,22.9,1,Y
IDCJAC0010,023000,2023,09,29,29.0,1,Y
IDCJAC0010,023000,2023,09,30,31.5,1,Y
IDCJAC0010,023000,2023,10,01,19.6,1,Y
IDCJAC0010,023000,2023,10,02,31.1,1,Y
IDCJAC0010,023000,2023,10,03,20.1,1,Y
IDCJAC0010,023000,2023,10,04,16.3,1,Y
IDCJAC0010,023000,2023,10,05,16.8,1,Y
IDCJAC0010,023000,2023,10,06,18.3,1,Y
IDCJAC0010,023000,2023,10,07,19.1,1,Y
IDCJAC0010,023000,2023,10,08,21.3,1,Y
IDCJAC0010,023000,2023,10,09,24.8,1,Y
IDCJAC0010,023000,2023,10,10,26.8,1,Y
IDCJAC0010,023000,2023,10,11,32.4,1,Y
IDCJAC0010,023000,2023,10,12,18.5,1,Y
IDCJAC0010,023000,2023,10,13,18.2,1,Y
IDCJAC0010,023000,2023,10,14,19.0,1,Y
IDCJAC0010,023000,2023,10,15,18.2,1,Y
IDCJAC0010,023000,2023,10,16,18.6,1,Y
IDCJAC0010,023000,2023,10,17,19.9,1,Y
IDCJAC0010,023000,2023,10,18,27.0,1,Y
IDCJAC0010,023000,2023,10,19,31.7,1,Y
IDCJAC0010,023000,2023,10,20,23.6,1,Y
IDCJAC0010,023000,2023,10,21,17.9,1,Y
IDCJAC0010,023000,2023,10,22,18.2,1,Y
IDCJAC0010,023000,2023,10,23,26.3,1,Y
IDCJAC0010,023000,2023,10,24,18.4,1,Y
IDCJAC0010,023000,2023,10,25,15.4,1,Y
IDCJAC0010,023000,2023,10,26,18.9,1,Y
IDCJAC0010,023000,2023,10,27,24.3,1,Y
IDCJAC0010,023000,2023,10,28,28.3,1,Y
IDCJAC0010,023000,2023,10,29,20.6,1,Y
IDCJAC0010,023000,2023,10,30,19.9,1,Y
IDCJAC0010,023000,2023,10,31,18.3,1,Y
IDCJAC0010,023000,2023,11,01,22.3,1,Y
IDCJAC0010,023000,2023,11,02,25.0,1,Y
IDCJAC0010,023000,2023,11,03,23.4,1,Y
IDCJAC0010,023000,2023,11,04,23.4,1,Y
IDCJAC0010,023000,2023,11,05,25.8,1,Y
IDCJAC0010,023000,2023,11,06,26.2,1,Y
IDCJAC0010,023000,2023,11,07,26.6,1,Y
IDCJAC0010,023000,2023,11,08,27.8,1,Y
IDCJAC0010,023000,2023,11,09,31.2,1,Y
IDCJAC0010,023000,2023,11,10,40.3,1,Y
IDCJAC0010,023000,2023,11,11,23.0,1,Y
IDCJAC0010,023000,2023,11,12,19.7,1,Y
IDCJAC0010,023000,2023,11,13,21.3,1,Y
IDCJAC0010,023000,2023,11,14,21.2,1,Y
IDCJAC0010,023000,2023,11,15,23.6,1,Y
IDCJAC0010,023000,2023,11,16,22.3,1,Y
IDCJAC0010,023000,2023,11,17,25.1,1,Y
IDCJAC0010,023000,2023,11,18,26.9,1,Y
IDCJAC0010,023000,2023,11,19,24.8,1,Y
IDCJAC0010,023000,2023,11,20,26.3,1,Y
IDCJAC0010,023000,2023,11,21,24.3,1,Y
IDCJAC0010,023000,2023,11,22,25.5,1,Y
IDCJAC0010,023000,2023,11,23,19.1,1,Y
IDCJAC0010,023000,2023,11,24,21.2,1,Y
IDCJAC0010,023000,2023,11,25,21.5,1,Y
IDCJAC0010,023000,2023,11,26,23.4,1,Y
IDCJAC0010,023000,2023,11,27,26.1,1,Y
IDCJAC0010,023000,2023,11,28,19.5,1,Y
IDCJAC0010,023000,2023,11,29,24.1,1,Y
IDCJAC0010,023000,2023,11,30,27.0,1,Y
IDCJAC0010,023000,2023,12,01,25.0,1,Y
IDCJAC0010,023000,2023,12,02,21.7,1,Y
IDCJAC0010,023000,2023,12,03,29.0,1,Y
IDCJAC0010,023000,2023,12,04,36.0,1,Y
IDCJAC0010,023000,2023,12,05,27.4,1,Y
IDCJAC0010,023000,2023,12,06,31.3,1,Y
IDCJAC0010,023000,2023,12,07,31.7,1,Y
IDCJAC0010,023000,2023,12,08,34.8,1,Y
IDCJAC0010,023000,2023,12,09,15.9,1,Y
IDCJAC0010,023000,2023,12,10,22.5,1,Y
IDCJAC0010,023000,2023,12,11,25.4,1,Y
IDCJAC0010,023000,2023,12,12,25.4,1,Y
IDCJAC0010,023000,2023,12,13,24.1,1,Y
IDCJAC0010,023000,2023,12,14,22.4,1,Y
IDCJAC0010,023000,2023,12,15,21.4,1,Y
IDCJAC0010,023000,2023,12,16,21.6,1,Y
IDCJAC0010,023000,2023,12,17,29.6,1,Y
IDCJAC0010,023000,2023,12,18,31.7,1,Y
IDCJAC0010,023000,2023,12,19,20.9,1,Y
IDCJAC0010,023000,2023,12,20,21.1,1,Y
IDCJAC0010,023000,2023,12,21,22.6,1,Y
IDCJAC0010,023000,2023,12,22,28.2,1,Y
IDCJAC0010,023000,2023,12,23,27.6,1,Y
IDCJAC0010,023000,2023,12,24,21.8,1,Y
IDCJAC0010,023000,2023,12,25,19.7,1,Y
IDCJAC0010,023000,2023,12,26,21.5,1,Y
IDCJAC0010,023000,2023,12,27,26.5,1,Y
IDCJAC0010,023000,2023,12,28,29.0,1,Y
IDCJAC0010,023000,2023,12,29,25.1,1,Y
IDCJAC0010,023000,2023,12,30,21.8,1,Y
IDCJAC0010,023000,2023,12,31,26.6,1,Y
