Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,023000,2024,03,24,22.7,1,Y
IDCJAC0010,023000,2024,03,25,21.5,1,Y
IDCJAC0010,023000,2024,03,26,23.2,1,Y
IDCJAC0010,023000,2024,03,27,26.1,1,Y
IDCJAC0010,023000,2024,03,28,26.7,1,Y
IDCJAC0010,023000,2024,03,29,31.0,1,Y
IDCJAC0010,023000,2024,03,30,33.4,1,Y
IDCJAC0010,023000,2024,03,31,34.5,1,Y
IDCJAC0010,023000,2024,04,01,22.6,1,N
IDCJAC0010,023000,2024,04,02,20.4,1,N
IDCJAC0010,023000,2024,04,03,21.6,1,N
IDCJAC0010,023000,2024,04,04,21.6,1,N
IDCJAC0010,023000,2024,04,05,22.0,1,N
IDCJAC0010,023000,2024,04,06,22.8,1,N
IDCJAC0010,023000,2024,04,07,21.3,1,N
IDCJAC0010,023000,2024,04,08,21.6,1,N
IDCJAC0010,023000,2024,04,09,18.8,1,N
IDCJAC0010,023000,2024,04,10,19.8,1,N
IDCJAC0010,023000,2024,04,11,20.7,1,N
IDCJAC0010,023000,2024,04,12,19.6,1,N
IDCJAC0010,023000,2024,04,13,20.6,1,N
IDCJAC0010,023000,2024,04,14,22.6,1,N
IDCJAC0010,023000,2024,04,15,22.7,1,N
IDCJAC0010,023000,2024,04,16,22.2,1,N
IDCJAC0010,023000,2024,04,17,20.7,1,N
IDCJAC0010,023000,2024,04,18,18.3,1,N
IDCJAC0010,023000,2024,04,19,19.8,1,N
IDCJAC0010,023000,2024,04,20,22.3,1,N
IDCJAC0010,023000,2024,04,21,21.0,1,N
IDCJAC0010,023000,2024,04,22,26.4,1,N
IDCJAC0010,023000,2024,04,23,25.4,1,N
IDCJAC0010,023000,2024,04,24,18.5,1,N
IDCJAC0010,023000,2024,04,25,19.4,1,N
IDCJAC0010,023000,2024,04,26,17.6,1,N
IDCJAC0010,023000,2024,04,27,20.8,1,N
IDCJAC0010,023000,2024,04,28,23.6,1,N
IDCJAC0010,023000,2024,04,29,20.3,1,N
IDCJAC0010,023000,2024,04,30,17.7,1,N
IDCJAC0010,023000,2024,05,01,19.2,1,Y
IDCJAC0010,023000,2024,05,02,21.0,1,Y
IDCJAC0010,023000,2024,05,03,21.7,1,Y
IDCJAC0010,023000,2024,05,04,21.3,1,Y
IDCJAC0010,023000,2024,05,05,23.8,1,Y
IDCJAC0010,023000,2024,05,06,22.0,1,Y
IDCJAC0010,023000,2024,05,07,23.4,1,Y
IDCJAC0010,023000,2024,05,08,23.6,1,Y
IDCJAC0010,023000,2024,05,09,23.6,1,Y
IDCJAC0010,023000,2024,05,10,22.7,1,Y
IDCJAC0010,023000,2024,05,11,20.8,1,Y
IDCJAC0010,023000,2024,05,12,19.0,1,Y
IDCJAC0010,023000,2024,05,13,20.7,1,Y
IDCJAC0010,023000,2024,05,14,22.0,1,Y
IDCJAC0010,023000,2024,05,15,22.7,1,Y
IDCJAC0010,023000,2024,05,16,22.2,1,Y
IDCJAC0010,023000,2024,05,17,22.2,1,Y
IDCJAC0010,023000,2024,05,18,17.3,1,Y
IDCJAC0010,023000,2024,05,19,16.0,1,Y
IDCJAC0010,023000,2024,05,20,18.0,1,Y
IDCJAC0010,023000,2024,05,21,16.2,1,Y
IDCJAC0010,023000,2024,05,22,16.4,1,Y
IDCJAC0010,023000,2024,05,23,17.6,1,Y
IDCJAC0010,023000,2024,05,24,19.2,1,Y
IDCJAC0010,023000,2024,05,25,21.7,1,Y
IDCJAC0010,023000,2024,05,26,23.1,1,Y
IDCJAC0010,023000,2024,05,27,23.5,1,Y
IDCJAC0010,023000,2024,05,28,24.9,1,Y
IDCJAC0010,023000,2024,05,29,24.4,1,Y
IDCJAC0010,023000,2024,05,30,18.0,1,Y
IDCJAC0010,023000,2024,05,31,17.5,1,Y
IDCJAC0010,023000,2024,06,01,16.0,1,N
IDCJAC0010,023000,2024,06,02,16.4,1,N
IDCJAC0010,023000,2024,06,03,13.4,1,N
IDCJAC0010,023000,2024,06,04,15.2,1,N
IDCJAC0010,023000,2024,06,05,17.4,1,N
IDCJAC0010,023000,2024,06,06,17.0,1,N
IDCJAC0010,023000,2024,06,07,15.6,1,Y
IDCJAC0010,023000,2024,06,08,15.7,1,N
IDCJAC0010,023000,2024,06,09,17.7,1,N
IDCJAC0010,023000,2024,06,10,20.6,1,N
IDCJAC0010,023000,2024,06,11,19.3,1,N
IDCJAC0010,023000,2024,06,12,18.1,1,N
IDCJAC0010,023000,2024,06,13,16.0,1,N
IDCJAC0010,023000,2024,06,14,17.3,1,N
IDCJAC0010,023000,2024,06,15,13.7,1,N
IDCJAC0010,023000,2024,06,16,16.4,1,N
IDCJAC0010,023000,2024,06,17,15.3,1,N
IDCJAC0010,023000,2024,06,18,15.2,1,N
IDCJAC0010,023000,2024,06,19,17.9,1,N
IDCJAC0010,023000,2024,06,20,14.9,1,N
IDCJAC0010,023000,2024,06,21,16.0,1,N
IDCJAC0010,023000,2024,06,22,14.6,1,N
IDCJAC0010,023000,2024,06,23,14.8,1,N
IDCJAC0010,023000,2024,06,24,14.6,1,N
IDCJAC0010,023000,2024,06,25,12.9,1,N
IDCJAC0010,023000,2024,06,26,14.4,1,N
IDCJAC0010,023000,2024,06,27,16.4,1,N
IDCJAC0010,023000,2024,06,28,15.8,1,N
IDCJAC0010,023000,2024,06,29,12.5,1,N
IDCJAC0010,023000,2024,06,30,13.7,1,N
IDCJAC0010,023000,2024,07,01,13.4,1,Y
IDCJAC0010,023000,2024,07,02,13.7,1,Y
IDCJAC0010,023000,2024,07,03,15.0,1,Y
IDCJAC0010,023000,2024,07,04,17.1,1,Y
IDCJAC0010,023000,2024,07,05,18.1,1,Y
IDCJAC0010,023000,2024,07,06,18.5,1,Y
IDCJAC0010,023000,2024,07,07,14.6,1,Y
IDCJAC0010,023000,2024,07,08,14.6,1,Y
IDCJAC0010,023000,2024,07,09,16.8,1,Y
IDCJAC0010,023000,2024,07,10,17.1,1,Y
IDCJAC0010,023000,2024,07,11,15.3,1,Y
IDCJAC0010,023000,2024,07,12,15.8,1,Y
IDCJAC0010,023000,2024,07,13,15.8,1,Y
IDCJAC0010,023000,2024,07,14,14.8,1,Y
IDCJAC0010,023000,2024,07,15,13.5,1,Y
IDCJAC0010,023000,2024,07,16,13.8,1,Y
IDCJAC0010,023000,2024,07,17,13.7,1,Y
IDCJAC0010,023000,2024,07,18,12.9,1,Y
IDCJAC0010,023000,2024,07,19,12.5,1,Y
IDCJAC0010,023000,2024,07,20,15.4,1,Y
IDCJAC0010,023000,2024,07,21,15.5,1,Y
IDCJAC0010,023000,2024,07,22,17.5,1,Y
IDCJAC0010,023000,2024,07,23,19.1,1,Y
IDCJAC0010,023000,2024,07,24,21.8,1,Y
IDCJAC0010,023000,2024,07,25,15.7,1,Y
IDCJAC0010,023000,2024,07,26,17.2,1,Y
IDCJAC0010,023000,2024,07,27,13.8,1,Y
IDCJAC0010,023000,2024,07,28,13.9,1,Y
IDCJAC0010,023000,2024,07,29,14.9,1,Y
IDCJAC0010,023000,2024,07,30,16.9,1,Y
IDCJAC0010,023000,2024,07,31,19.1,1,Y
IDCJAC0010,023000,2024,08,01,17.5,1,N
IDCJAC0010,023000,2024,08,02,18.0,1,N
IDCJAC0010,023000,2024,08,03,16.2,1,N
IDCJAC0010,023000,2024,08,04,14.3,1,N
IDCJAC0010,023000,2024,08,05,15.5,1,N
IDCJAC0010,023000,2024,08,06,15.9,1,N
IDCJAC0010,023000,2024,08,07,18.4,1,N
IDCJAC0010,023000,2024,08,08,15.2,1,N
IDCJAC0010,023000,2024,08,09,15.8,1,N
IDCJAC0010,023000,2024,08,10,17.9,1,N
IDCJAC0010,023000,2024,08,11,21.7,1,N
IDCJAC0010,023000,2024,08,12,23.9,1,N
IDCJAC0010,023000,2024,08,13,22.8,1,N
IDCJAC0010,023000,2024,08,14,23.1,1,Y
IDCJAC0010,023000,2024,08,15,24.6,1,N
IDCJAC0010,023000,2024,08,16,16.9,1,N
IDCJAC0010,023000,2024,08,17,15.0,1,N
IDCJAC0010,023000,2024,08,18,17.7,1,N
IDCJAC0010,023000,2024,08,19,19.8,1,N
IDCJAC0010,023000,2024,08,20,18.1,1,N
IDCJAC0010,023000,2024,08,21,17.6,1,N
IDCJAC0010,023000,2024,08,22,20.2,1,N
IDCJAC0010,023000,2024,08,23,25.2,1,N
IDCJAC0010,023000,2024,08,24,23.0,1,N
IDCJAC0010,023000,2024,08,25,18.8,1,N
IDCJAC0010,023000,2024,08,26,17.5,1,N
IDCJAC0010,023000,2024,08,27,23.5,1,N
IDCJAC0010,023000,2024,08,28,17.5,1,N
IDCJAC0010,023000,2024,08,29,23.0,1,N
IDCJAC0010,023000,2024,08,30,18.6,1,N
IDCJAC0010,023000,2024,08,31,17.8,1,N
IDCJAC0010,023000,2024,09,01,19.3,1,Y
IDCJAC0010,023000,2024,09,02,16.1,1,Y
IDCJAC0010,023000,2024,09,03,21.2,1,Y
IDCJAC0010,023000,2024,09,04,25.3,1,Y
IDCJAC0010,023000,2024,09,05,27.3,1,Y
IDCJAC0010,023000,2024,09,06,15.9,1,Y
IDCJAC0010,023000,2024,09,07,18.5,1,Y
IDCJAC0010,023000,2024,09,08,18.4,1,Y
IDCJAC0010,023000,2024,09,09,18.1,1,Y
IDCJAC0010,023000,2024,09,10,22.3,1,Y
IDCJAC0010,023000,2024,09,11,18.2,1,Y
IDCJAC0010,023000,2024,09,12,18.0,1,Y
IDCJAC0010,023000,2024,09,13,16.5,1,Y
IDCJAC0010,023000,2024,09,14,16.0,1,Y
IDCJAC0010,023000,2024,09,15,16.7,1,Y
IDCJAC0010,023000,2024,09,16,18.3,1,Y
IDCJAC0010,023000,2024,09,17,19.7,1,Y
IDCJAC0010,023000,2024,09,18,21.9,1,Y
IDCJAC0010,023000,2024,09,19,15.9,1,Y
IDCJAC0010,023000,2024,09,20,16.5,1,Y
IDCJAC0010,023000,2024,09,21,17.0,1,Y
IDCJAC0010,023000,2024,09,22,18.8,1,Y
IDCJAC0010,023000,2024,09,23,20.9,1,Y
IDCJAC0010,023000,2024,09,24,24.5,1,Y
IDCJAC0010,023000,2024,09,25,19.6,1,Y
IDCJAC0010,023000,2024,09,26,17.7,1,Y
IDCJAC0010,023000,2024,09,27,22.2,1,Y
IDCJAC0010,023000,2024,09,28,26.1,1,Y
IDCJAC0010,023000,2024,09,29,18.2,1,Y
IDCJAC0010,023000,2024,09,30,20.0,1,Y
IDCJAC0010,023000,2024,10,01,19.9,1,Y
IDCJAC0010,023000,2024,10,02,25.1,1,Y
IDCJAC0010,023000,2024,10,03,29.5,1,Y
IDCJAC0010,023000,2024,10,04,20.8,1,Y
IDCJAC0010,023000,2024,10,05,19.0,1,Y
IDCJAC0010,023000,2024,10,06,21.0,1,Y
IDCJAC0010,023000,2024,10,07,21.4,1,Y
IDCJAC0010,023000,2024,10,08,20.1,1,Y
IDCJAC0010,023000,2024,10,09,27.8,1,Y
IDCJAC0010,023000,2024,10,10,21.2,1,Y
IDCJAC0010,023000,2024,10,11,22.0,1,Y
IDCJAC0010,023000,2024,10,12,24.4,1,Y
IDCJAC0010,023000,2024,10,13,29.6,1,Y
IDCJAC0010,023000,2024,10,14,29.3,1,Y
IDCJAC0010,023000,2024,10,15,31.4,1,Y
IDCJAC0010,023000,2024,10,16,33.4,1,Y
IDCJAC0010,023000,2024,10,17,27.8,1,Y
IDCJAC0010,023000,2024,10,18,19.6,1,Y
IDCJAC0010,023000,2024,10,19,21.9,1,Y
IDCJAC0010,023000,2024,10,20,25.0,1,Y
IDCJAC0010,023000,2024,10,21,33.2,1,Y
IDCJAC0010,023000,2024,10,22,24.3,1,Y
IDCJAC0010,023000,2024,10,23,20.9,1,Y
IDCJAC0010,023000,2024,10,24,19.4,1,Y
IDCJAC0010,023000,2024,10,25,20.6,1,Y
IDCJAC0010,023000,2024,10,26,28.7,1,Y
IDCJAC0010,023000,2024,10,27,26.2,1,Y
IDCJAC0010,023000,2024,10,28,23.7,1,Y
IDCJAC0010,023000,2024,10,29,24.9,1,Y
IDCJAC0010,023000,2024,10,30,28.1,1,Y
IDCJAC0010,023000,2024,10,31,22.8,1,Y
IDCJAC0010,023000,2024,11,01,23.7,1,N
IDCJAC0010,023000,2024,11,02,33.6,1,N
IDCJAC0010,023000,2024,11,03,22.1,1,N
IDCJAC0010,023000,2024,11,04,23.1,1,N
IDCJAC0010,023000,2024,11,05,27.2,1,N
IDCJAC0010,023000,2024,11,06,22.9,1,N
IDCJAC0010,023000,2024,11,07,21.7,1,N
IDCJAC0010,023000,2024,11,08,21.0,1,N
IDCJAC0010,023000,2024,11,09,23.2,1,N
IDCJAC0010,023000,2024,11,10,27.9,1,N
IDCJAC0010,023000,2024,11,11,31.2,1,N
IDCJAC0010,023000,2024,11,12,28.1,1,N
IDCJAC0010,023000,2024,11,13,22.3,1,N
IDCJAC0010,023000,2024,11,14,21.0,1,N
IDCJAC0010,023000,2024,11,15,30.4,1,N
IDCJAC0010,023000,2024,11,16,35.7,1,N
IDCJAC0010,023000,2024,11,17,20.1,1,N
IDCJAC0010,023000,2024,11,18,20.6,1,N
IDCJAC0010,023000,2024,11,19,25.0,1,N
IDCJAC0010,023000,2024,11,20,30.3,1,N
IDCJAC0010,023000,2024,11,21,35.8,1,N
IDCJAC0010,023000,2024,11,22,37.5,1,N
IDCJAC0010,023000,2024,11,23,32.8,1,N
IDCJAC0010,023000,2024,11,24,26.5,1,N
IDCJAC0010,023000,2024,11,25,28.5,1,N
IDCJAC0010,023000,2024,11,26,33.8,1,N
IDCJAC0010,023000,2024,11,27,23.2,1,N
IDCJAC0010,023000,2024,11,28,22.5,1,N
IDCJAC0010,023000,2024,11,29,24.9,1,N
IDCJAC0010,023000,2024,11,30,24.3,1,N
IDCJAC0010,023000,2024,12,01,27.8,1,N
IDCJAC0010,023000,2024,12,02,36.0,1,N
IDCJAC0010,023000,2024,12,03,23.6,1,N
IDCJAC0010,023000,2024,12,04,31.8,1,N
IDCJAC0010,023000,2024,12,05,40.1,1,N
IDCJAC0010,023000,2024,12,06,33.4,1,N
IDCJAC0010,023000,2024,12,07,26.5,1,N
IDCJAC0010,023000,2024,12,08,23.5,1,N
IDCJAC0010,023000,2024,12,09,27.0,1,N
IDCJAC0010,023000,2024,12,10,27.8,1,N
IDCJAC0010,023000,2024,12,11,24.0,1,N
IDCJAC0010,023000,2024,12,12,26.5,1,N
IDCJAC0010,023000,2024,12,13,29.1,1,N
IDCJAC0010,023000,2024,12,14,30.9,1,N
IDCJAC0010,023000,2024,12,15,38.7,1,N
IDCJAC0010,023000,2024,12,16,38.4,1,N
IDCJAC0010,023000,2024,12,17,24.7,1,N
IDCJAC0010,023000,2024,12,18,29.0,1,N
IDCJAC0010,023000,2024,12,19,33.7,1,N
IDCJAC0010,023000,2024,12,20,30.2,1,N
IDCJAC0010,023000,2024,12,21,26.4,1,N
IDCJAC0010,023000,2024,12,22,22.9,1,N
IDCJAC0010,023000,2024,12,23,22.7,1,N
IDCJAC0010,023000,2024,12,24,29.4,1,N
IDCJAC0010,023000,2024,12,25,36.6,1,N
IDCJAC0010,023000,2024,12,26,26.9,1,N
